"B","j","proj_lambda","proj_cv_lambda","delta_lambda","psi_proj","psi_proj_cv","psi_delta","se_proj","se_proj_cv","se_delta","lower_proj","upper_proj","lower_proj_cv","upper_proj_cv","lower_delta","upper_delta"
1,1,1.14477260368759,1.14477260368759,1.14477260368759,1.33066074175895,1.31705935938569,1.54875541224172,0.376425963117328,0.380568732046838,0.1793802476937,0.592865854048985,2.06845562946891,0.571144644573892,2.0629740741975,1.19717012676207,1.90034069772137
1,2,1.09274092207874,1.09274092207874,1.09274092207874,1.33932770386776,1.32748960750111,1.54944710727041,0.369653926600856,0.373994089045331,0.177527166661957,0.614806007730086,2.06384940000544,0.594461192972265,2.06051802202996,1.20149386061298,1.89740035392785
1,3,1.04307416070149,1.04307416070149,1.04307416070149,1.41158243370753,1.420301074328,1.5861340244955,0.36431173423706,0.369014781555909,0.174927830811335,0.697531434602894,2.12563343281217,0.697032102478422,2.14357004617758,1.24327547610528,1.92899257288572
1,4,0.995664830281444,0.995664830281444,0.995664830281444,1.610880204972,1.61547534053511,1.81511921584952,0.363703906176736,0.368845601572416,0.189210040400266,0.898020548865597,2.3237398610784,0.892537961453172,2.33841271961704,1.444267536665,2.18597089503404
1,5,0.950410327097619,0.950410327097619,0.950410327097619,1.8032447513492,1.80443654531574,2.0337942006404,0.366774150151992,0.371827057995736,0.209757160470745,1.0843674170513,2.52212208564711,1.0756555116441,2.53321757898739,1.62267016611774,2.44491823516307
1,6,0.907212710926502,0.907212710926502,0.907212710926502,1.98739315803197,1.9823922786062,2.24232625645668,0.372907982414762,0.377594144666053,0.234018342306925,1.25649351249904,2.71829280356491,1.24230775506074,2.72247680215167,1.78365030553511,2.70100220737825
1,7,0.865978493078891,0.865978493078891,0.865978493078891,2.1642129670701,2.15584430400881,2.4415038285727,0.381546149464097,0.385724070489148,0.260244239864731,1.41638251412047,2.91204342001973,1.39982512585008,2.91186348216754,1.93142511843783,2.95158253870757
1,8,0.826618434070796,0.826618434070796,0.826618434070796,2.33410634941557,2.32098324672607,2.6316428177598,0.392227598987524,0.395695766001691,0.287307939462501,1.56534025540002,3.10287244343112,1.54541954536276,3.09654694808939,2.0685192564133,3.1947663791063
1,9,0.7890473504905,0.7890473504905,0.7890473504905,2.49754978689471,2.48204262772617,2.81314207189512,0.404531707467185,0.407169487809849,0.314514024224907,1.70466764025903,3.29043193353039,1.68399043161887,3.28009482383348,2.1966945844143,3.42958955937594
1,10,0.753183930643816,0.753183930643816,0.753183930643816,2.65490700499876,2.63625493021456,2.9863052084686,0.41810816789764,0.419852658202885,0.341429071146194,1.83541499591938,3.47439901407813,1.8133437201369,3.45916614029221,2.31710422902206,3.65550618791514
2,1,0.329570590074143,0.329570590074143,0.329570590074143,1.86697473038114,1.79622551710431,4.31728710372517,0.229103455794384,0.224436050434206,0.6311634738184,1.41793195702414,2.31601750373813,1.35633085825326,2.23612017595535,3.08020669504111,5.55436751240924
2,2,0.314591098116403,0.314591098116403,0.314591098116403,1.90197494603481,1.82296654423032,4.42493731126831,0.23370604909398,0.228085363429153,0.653983379653393,1.44391108981061,2.36003880225901,1.37591923190918,2.27001385655146,3.14312988714766,5.70674473538896
2,3,0.300292447186564,0.300292447186564,0.300292447186564,1.90098975115314,1.83646372697335,4.5709804009192,0.246153052791502,0.240943368204327,0.685313125217373,1.4185297676818,2.38344973462449,1.36421472529287,2.30871272865383,3.22776667549315,5.91419412634525
2,4,0.28664369200914,0.28664369200914,0.28664369200914,1.92955868510716,1.86046640925713,4.71891255845845,0.25066862035371,0.245234751470523,0.717074878468205,1.43824818921388,2.42086918100043,1.37980629637491,2.34112652213936,3.31344579666076,6.12437932025613
2,5,0.273615293819175,0.273615293819175,0.273615293819175,1.96002165922954,1.89259028595037,4.86030743456081,0.255383460787895,0.248453899803676,0.747776682062514,1.45947007608527,2.46057324237382,1.40562064233516,2.37955992956557,3.39466513771828,6.32594973140333
2,6,0.261179056434168,0.261179056434168,0.261179056434168,1.08795596383324,1.09955996125934,4.82972965676139,0.276260701589533,0.270367135782004,0.781643861758279,0.546484988717759,1.62942693894873,0.569640375126612,1.62947954739207,3.29770768771517,6.36175162580762
2,7,0.249308065231629,0.249308065231629,0.249308065231629,0.935195402517167,0.923377433233727,4.78836478529236,0.289343620946892,0.280729626562411,0.811263105720684,0.368081905461259,1.50230889957307,0.373147365171402,1.47360750129605,3.19828909807982,6.3784404725049
2,8,0.237976628900199,0.237976628900199,0.237976628900199,0.88973132328046,0.728005993350144,4.75020899573006,0.318698570834233,0.291232514745555,0.841167084378228,0.265082124445364,1.51438052211556,0.157190264448856,1.29882172225143,3.10152151034873,6.39889648111138
2,9,0.227160223838271,0.227160223838271,0.227160223838271,0.775237550585783,1.41202763688071,4.70772552297394,0.335398329205057,0.343225808070978,0.86991616327433,0.117856825343872,1.43261827582769,0.739305053061594,2.08475022069983,3.00268984295625,6.41276120299162
2,10,0.216835441079778,0.216835441079778,0.216835441079778,0.676676297046275,4.53221395285516,4.67073592046364,0.352630896248828,0.862860560334131,0.898413395285441,-0.0144802596014272,1.36783285369398,2.84100725460026,6.22342065111005,2.90984566570417,6.4316261752231
3,1,0.579185073447525,0.579185073447525,0.579185073447525,1.60048897766802,1.60049483525525,1.55649264579435,0.22416793532713,0.224176334142269,0.159066836758218,1.16111982442685,2.0398581309092,1.1611092203364,2.03988045017409,1.24472164574824,1.86826364584046
3,2,0.552860217980906,0.552860217980906,0.552860217980906,1.59634322091337,1.59634502659424,1.55883218056929,0.228102053533987,0.228119027828878,0.159236901760655,1.14926319598675,2.04342324583998,1.14923173204965,2.04345832113885,1.24672785311841,1.87093650802017
3,3,0.527731867823399,0.527731867823399,0.527731867823399,1.59224853869536,1.59225021501272,1.55918435430463,0.232250501898462,0.232267695291841,0.159354356603166,1.13703755497438,2.04745952241635,1.13700553224071,2.04749489778473,1.24684981536242,1.87151889324683
3,4,0.503745639962093,0.503745639962093,0.503745639962093,1.59181010162141,1.59184982849432,1.56670043549541,0.236483429358294,0.236445854181364,0.159099620618427,1.12830258007915,2.05531762316367,1.12841595429885,2.0552837026898,1.25486517908329,1.87853569190752
3,5,0.480849623175943,0.480849623175943,0.480849623175943,1.61723525491212,1.61723770123825,1.59569163850963,0.241258132825903,0.24124278780699,0.160062176480522,1.14436931457335,2.09010119525089,1.14440183713655,2.09007356533995,1.2819697726078,1.90941350441145
3,6,0.458994265689021,0.458994265689021,0.458994265689021,1.63725094355656,1.63725885074211,1.61748941239337,0.246119916605713,0.246099885949034,0.158948037302331,1.15485590700936,2.11964598010376,1.154903074282,2.11961462720222,1.3059512592808,1.92902756550594
3,7,0.438132267930087,0.438132267930087,0.438132267930087,1.65515782088975,1.6551706381168,1.63887030475532,0.25130641432853,0.251281849523785,0.160427235745252,1.16259724880583,2.14771839297367,1.16265821305018,2.14768306318341,1.32443292269463,1.95330768681601
3,8,0.418218480166414,0.418218480166414,0.418218480166414,1.67230930863626,1.67231909276573,1.6594944461795,0.256545092399341,0.256517220815206,0.162081620358943,1.16948092753355,2.17513768973897,1.16954533996793,2.17509284556354,1.34181447027597,1.97717442208303
3,9,0.399209804790308,0.399209804790308,0.399209804790308,1.68881246462651,1.68892288503859,1.6794703041044,0.261826988378363,0.261769021722875,0.16392512779051,1.17563156740491,2.2019933618481,1.17585560246175,2.20199016761542,1.358177053635,2.0007635545738
3,10,0.381065103046861,0.381065103046861,0.381065103046861,1.70441786840856,1.70442796529412,1.69739858201328,0.267073778828477,0.267037121298199,0.165832565069326,1.18095326190475,2.22788247491238,1.18103520754965,2.22782072303859,1.3723667544774,2.02243040954916
4,1,0.70856915210537,0.70856915210537,0.70856915210537,1.65148762624092,1.65148253299447,1.68491610177733,0.127342111006391,0.1273666801961,0.151351515637269,1.40189708866839,1.90107816381345,1.40184383981011,1.90112122617882,1.38826713112828,1.98156507242637
4,2,0.676363590580366,0.676363590580366,0.676363590580366,1.65672390947972,1.65666433443614,1.6894534759565,0.126869914520834,0.126889303251193,0.151169274496649,1.40805887701889,1.90538894194056,1.4079613000638,1.90536736880848,1.39316169794307,1.98574525396994
4,3,0.645621821530745,0.645621821530745,0.645621821530745,1.66238123537024,1.66173009623601,1.69378461947653,0.126506925394953,0.126518705754735,0.151031070624807,1.41442766159614,1.91033480914435,1.41375343295673,1.90970675951529,1.39776372105191,1.98980551790116
4,4,0.616277313329374,0.616277313329374,0.616277313329374,1.6672030659841,1.66704563266109,1.69791890583916,0.126232010061808,0.126241326052991,0.150931816244576,1.41978832626296,1.91461780570525,1.41961263359723,1.91447863172496,1.40209254599979,1.99374526567853
4,5,0.588266558314256,0.588266558314256,0.588266558314256,1.7201999076515,1.72151430008073,1.77088773640395,0.12856854899392,0.12869008530042,0.152091293183095,1.46820555162342,1.97219426367959,1.46928173289191,1.97374686726955,1.47278880176508,2.06898667104281
4,6,0.561528935344642,0.561528935344642,0.561528935344642,1.80296922073316,1.80471976117473,1.86309792259688,0.13518907673583,0.135400597576142,0.15994299274884,1.53799863033093,2.06793981113538,1.53933458992549,2.07010493242397,1.54960965680915,2.17658618838461
4,7,0.53600657860419,0.53600657860419,0.53600657860419,1.88356336215611,1.88464126816256,1.95298171562394,0.144395187394506,0.144599372156655,0.170180900090766,1.60054879486288,2.16657792944934,1.60122649873552,2.16805603758961,1.61942715144604,2.28653627980184
4,8,0.51164425236722,0.51164425236722,0.51164425236722,1.96123208156652,1.96254623297262,2.03878018497136,0.155410101731545,0.155620945694041,0.182277305083472,1.65662828217269,2.26583588096034,1.6575291794123,2.26756328653294,1.68151666700775,2.39604370293496
4,9,0.488389231457028,0.488389231457028,0.488389231457028,2.03743169640778,2.03616429766136,2.12058173136852,0.167815501906471,0.167629576495365,0.194690674722519,1.7085133126711,2.36635008014446,1.70761032773044,2.36471826759227,1.73898800891239,2.50217545382466
4,10,0.466191187137565,0.466191187137565,0.466191187137565,2.11096403485354,2.10713341338281,2.1974444922552,0.181047939960869,0.180365518263658,0.20860812393705,1.75611007253024,2.46581799717684,1.75361699758604,2.46064982917958,1.78857256933858,2.60631641517181
5,1,0.477152423249517,0.477152423249517,0.477152423249517,4.07528311871835,4.07013507941983,4.77785430143662,0.524896999761209,0.524245736323002,0.637093209675306,3.04648499918638,5.10408123825032,3.04261343622675,5.09765672261292,3.52915161047302,6.02655699240022
5,2,0.455465109205281,0.455465109205281,0.455465109205281,4.3953182770129,4.38516963930556,4.95925886505048,0.577274483746439,0.575723906916918,0.669762856220178,3.26386028886987,5.52677626515592,3.2567507817484,5.51358849686272,3.64652366685893,6.27199406324203
